De,De error
275.56,27.24128875
260.07,36.05891031
268.11,28.79338813
255.78,28.45044134
229.94,12.73852866
226.9,21.99455643
209.67,14.1916331
206.48,26.44225808
185.34,27.27664408
200.21,39.56262441
